Tweets,Relevance
Mon Aug 31 14:12:06 +0000 2015      And keep an eye on NYC's weekly resurfacing schedule:,Non-Relevant
Mon Aug 31 14:11:28 +0000 2015     Please report roadway needing resurfacing to  here:,Non-Relevant
Mon Aug 31 14:07:19 +0000 2015   We're sorry to hear about your unpleasant experience. Pls report details with us via  ,Non-Relevant
Mon Aug 31 13:47:32 +0000 2015  Thanks for sharing this - please send your suggestion to our Comm's office here:,Non-Relevant
Mon Aug 31 13:44:01 +0000 2015    Please share your suggestions with us by writing to our Boro Comm's office:,Non-Relevant
Mon Aug 31 13:42:49 +0000 2015  NYSDOT had scheduled road work on the BQE. Sign up for email alerts for weekly transportation updates:,Non-Relevant
Mon Aug 31 13:36:07 +0000 2015   Please check with  or E-ZPass to learn about paying for toll bridges in nyc:,Non-Relevant
Mon Aug 31 13:04:13 +0000 2015 Make sure your kids are safe at our   checks this wk. Find out how to make an appt on our FB events,Non-Relevant
Mon Aug 31 13:04:05 +0000 2015 REMINDER:  full bridge closures begin tonight thru 9/5. See below for details and detour info:,Relevant
Mon Aug 31 12:45:14 +0000 2015  Please report location of cave-in to  here:,Non-Relevant
Sat Aug 29 14:21:03 +0000 2015 Today  gets greener with a freshly painted  lane! 9th St  ,Non-Relevant
Fri Aug 28 21:35:21 +0000 2015 Signing off for the weekend! Remember: report service requests online here:  &amp; follow  for special alerts.,Non-Relevant
Fri Aug 28 21:25:24 +0000 2015   On ave there is 2wk gap btn milling/paving to allow utilities/others to repair infrastructure below the street.,Non-Relevant
Fri Aug 28 21:24:40 +0000 2015   Please feel free to share your comments with DOT's Mn Boro Comm office here:,Non-Relevant
"Fri Aug 28 21:23:02 +0000 2015   In Manhattan, DOT only does overnight resurfacing to avoid more heavily congested hours.",Non-Relevant
Fri Aug 28 20:36:15 +0000 2015   Learn about scheduled road closures for resurfacing projects weekly on our website  2/2,Non-Relevant
Fri Aug 28 20:35:49 +0000 2015   DOT paved 42nd St btn 1-3 Av during overnight hours. Aves were closed intermittently to pave intersections 1/2,Non-Relevant
Fri Aug 28 20:11:10 +0000 2015   Please report location of ponding to  online here  Thanks,Non-Relevant
"Fri Aug 28 16:37:37 +0000 2015 Yesterday, DOT installed bollards along  btn North &amp; South Bridge Sts.   ",Non-Relevant
"Fri Aug 28 16:22:17 +0000 2015  Please submit your request for speed bumps to your Boro Comm office, here's how to reach them:",Non-Relevant
Fri Aug 28 14:37:22 +0000 2015 Today  &amp; young artists unveil an impactful  mural reminding drivers that  ,Non-Relevant
"Fri Aug 28 13:40:50 +0000 2015  one lane closure in both directions under West 246th Street Bridge 8/31 &amp; 9/2, 11pm-5am",Relevant
Thu Aug 27 19:43:50 +0000 2015 Get  at   fair! Storm Resiliency news from   ,Non-Relevant
Thu Aug 27 15:12:55 +0000 2015    Please call 311 to report a traffic signal issue.,Non-Relevant
Thu Aug 27 14:47:52 +0000 2015 Beautiful reminder that  behind the wheel by  youth artists at South Bx  ,Non-Relevant
"Thu Aug 27 13:04:10 +0000 2015 REMINDER:   full closure in both directions, 8/27 and 8/28, 11pm-5am",Relevant
Wed Aug 26 20:33:02 +0000 2015 We love  as much as these pups love  ,Non-Relevant
Wed Aug 26 19:33:13 +0000 2015 Happy  Thx to our furry friends for patrolling the  terminals!  ,Non-Relevant
Wed Aug 26 16:39:32 +0000 2015  Please request a speed camera by contact DOT's SI Boro Comm office,Non-Relevant
Wed Aug 26 16:36:37 +0000 2015  For us to help you better please contact our SI Boro Commissioner's office with your request:,Non-Relevant
Wed Aug 26 15:46:19 +0000 2015 Last week we joined  to collect feedback on bus service in  Share your feedback:  ,Non-Relevant
Wed Aug 26 15:26:22 +0000 2015  Contact DOT Permits office at 212-839-9651 or email ConstructionPermits,Non-Relevant
Wed Aug 26 13:35:29 +0000 2015 Thanks to our SIM crew  is receiving new concrete pedestrian islands this week at  St.  ,Non-Relevant
"Wed Aug 26 13:15:53 +0000 2015   Path closed intermittently from W59th to W63rd St, weekdays 8am-2pm thru 9/30",Relevant
Tue Aug 25 21:01:14 +0000 2015   Have you checked the status of your service request with  at,Non-Relevant
"Tue Aug 25 20:37:40 +0000 2015    Also, you may submit a vehicular property damage claim to NYC Comptroller here:  (2/2)",Non-Relevant
"Tue Aug 25 20:36:29 +0000 2015   Please report pothole location(s) to  via DM, free 311 App or online. (1/2)",Non-Relevant
Tue Aug 25 20:35:25 +0000 2015 Cyclists cruise through the  along the new   lane.  ,Non-Relevant
"Tue Aug 25 17:55:38 +0000 2015  full bridge closure 9/1 thru 9/5, Tues-Fri 12:01am-5am, Sat 1am-6am. Detour info below:",Relevant
"Tue Aug 25 17:04:07 +0000 2015 DOT discussing   with AM Mike Miller, NYSS Joseph Addabbo   ",Non-Relevant
Tue Aug 25 16:46:38 +0000 2015   Please contact DOT's Bk Boro Comm office regarding transportation issues:,Non-Relevant
Tue Aug 25 14:54:34 +0000 2015  Cool! Be sure to tell the MTA - they manage NYC's subways! :),Non-Relevant
Tue Aug 25 14:03:40 +0000 2015 Refreshing pedestrian and bicycle markings along   ,Non-Relevant
Tue Aug 25 13:02:42 +0000 2015  eastbound &amp; westbound early morning/daytime lane closures under  continuing thru 9/25,Relevant
Mon Aug 24 21:02:44 +0000 2015  DOT posts parking regulations signs; police enforce parking regulations. View parking reg's online:,Non-Relevant
Mon Aug 24 20:48:06 +0000 2015  Please report pothole location to  via free 311 app or DM 311 the location.,Non-Relevant
Mon Aug 24 20:25:28 +0000 2015  Staten Island-bound overnight lane closures from  to  Ave 10 nights only 8/31 thru 10/31,Relevant
Mon Aug 24 20:15:39 +0000 2015  Please report the cross streets to  here  so that the contractor may be notified,Non-Relevant
Mon Aug 24 20:08:26 +0000 2015  Please report the roadway needing resurfacing to   here:  Thank you,Non-Relevant
Mon Aug 24 20:04:31 +0000 2015    Please feel free to share your feedback with DOT's Commissioner here:,Non-Relevant
Mon Aug 24 20:00:30 +0000 2015  Rehabilitation Project: one week look ahead.  ,Non-Relevant
Mon Aug 24 18:51:02 +0000 2015 Free  checks are coming to  &amp;  this week! Check our FB events for details  ,Non-Relevant
"Mon Aug 24 16:54:09 +0000 2015 This week N/B  to be resurfaced btn E90th-E95th Streets. Weeknights, approx 11pm-6am (weather permitting).",Non-Relevant
Mon Aug 24 16:29:01 +0000 2015  Please share your suggestions with DOT's Bk Boro Commissioner's office here:,Non-Relevant
Mon Aug 24 14:32:17 +0000 2015 Exploring the safety improvements with      ,Non-Relevant
"Mon Aug 24 14:17:44 +0000 2015 John from  was hit by a turning car in Dec 2013. Calls improvements a ""life saver""",Non-Relevant
"Mon Aug 24 14:13:19 +0000 2015 2/2 flashing yellow signal, new crosswalks, new safety bollards  per DOT DC Ryan Russo &amp; Bk BC Keith Bray",Non-Relevant
"Mon Aug 24 14:11:56 +0000 2015 Ped Safety Improvements include: shortened crosswalks, expanded concrete ped space, LPI, restricted turns, 1/2",Non-Relevant
Mon Aug 24 14:05:41 +0000 2015  south tube early AM full closures from  to  early AM begins tonight 12:01-5am,Relevant
Mon Aug 24 13:53:11 +0000 2015 About to unveil pedestrian safety improvements at   &amp;   ,Non-Relevant
Sat Aug 22 21:22:48 +0000 2015  Street Team is having a ball as the  Pitch sponsor at  Fanfest with  Sports Radio!,Non-Relevant
Fri Aug 21 22:04:41 +0000 2015 Signing off for the weekend! Follow  for traffic alerts &amp; contact  with service requests.,Non-Relevant
Fri Aug 21 21:57:06 +0000 2015 Earlier this week DOT &amp; Council Member  surprised cyclists w/free  lights!  ,Non-Relevant
Fri Aug 21 21:50:50 +0000 2015  overnight detours to Mn-bound traffic cont tonight 8/21. No closures 8/22 8/23. More  info:,Relevant
"Fri Aug 21 20:03:43 +0000 2015 Close up the summer in   with the  Community Street Fair, 8/23 11am-4pm on 16th Ave b/w 42nd &amp; 45th St!",Relevant
Fri Aug 21 19:01:31 +0000 2015  south tube from  to  early morning full closure begins Tues 8/25 12:01-5am,Relevant
Fri Aug 21 18:21:11 +0000 2015   Thank you!,Non-Relevant
Fri Aug 21 14:21:16 +0000 2015  You may report noise from construction to  online:,Non-Relevant
Fri Aug 21 14:15:00 +0000 2015  Please report meter condition to  via free 311App or online here:,Non-Relevant
Fri Aug 21 14:11:54 +0000 2015  Please share your suggestion with us via  here:,Non-Relevant
Fri Aug 21 14:07:41 +0000 2015    Please feel free to share your suggestion re: RFK Bridge with  here:,Non-Relevant
Fri Aug 21 13:53:22 +0000 2015  Please report location of faded markings to  online here:  ,Non-Relevant
Thu Aug 20 21:37:33 +0000 2015  Please submit a vehicular property damage claim with NYC Comptroller's Office. Here's the form:,Non-Relevant
Thu Aug 20 20:45:21 +0000 2015 Get your applications in the mail by tmrw 8/21 to be part of Barrier Beautification Fall 2015!  ,Non-Relevant
Thu Aug 20 20:20:31 +0000 2015 We are partnering with  &amp;  for another  at Faber Pool in  8/22 from 11am-2:30pm!,Non-Relevant
Thu Aug 20 17:26:41 +0000 2015  receives fresh markings &amp; new  lanes this week!   ,Non-Relevant
Thu Aug 20 16:27:53 +0000 2015   Please report illegal parking to  here:  or contact local police precinct.,Non-Relevant
Thu Aug 20 16:20:57 +0000 2015 Concrete closure pours placed on  Manhattan approach during recent full weekend closure.  ,Relevant
"Thu Aug 20 14:44:21 +0000 2015  And if you would like to share your complaint with DOT, please contact DOT's Comm here:",Non-Relevant
"Thu Aug 20 14:42:35 +0000 2015  The process may be noisy &amp; cause discomfort in affected neighborhood at times, but smooth streets are on the way!",Non-Relevant
"Thu Aug 20 14:42:21 +0000 2015  Work done at night to min disruptions to traffic. Process requires trucks, special machinery (w/noise reduction) &amp; portable lights",Non-Relevant
Thu Aug 20 14:41:54 +0000 2015  DOT is currently resurfacing Graham Ave btn Broadway-Metropolitan; paving is schedule for nights this week.,Non-Relevant
Thu Aug 20 14:27:55 +0000 2015    Pls report illegal parking to NYPD and share bulb out suggestion with DOT Comm:,Non-Relevant
Thu Aug 20 14:25:53 +0000 2015    Please share your suggestion with our Queens Boro Comm office here:,Non-Relevant
"Thu Aug 20 13:15:23 +0000 2015   one lane closure 8/24 thru 8/26 10:30pm-5am, full closure 8/27 &amp; 8/28 11pm-5am",Relevant
Wed Aug 19 20:35:11 +0000 2015 Set up an appt for a free  check at  in  8/22 from 10am-2pm! Call 212-839-4750.,Non-Relevant
Wed Aug 19 17:58:30 +0000 2015 . &amp;  ask   riders for feedback  Share your comments here:  ,Non-Relevant
Wed Aug 19 17:58:01 +0000 2015   Queens Blvd &amp; 60th Street,Non-Relevant
Wed Aug 19 16:39:55 +0000 2015  Please report the location of the sign to  so the contractor may be notified.,Non-Relevant
Wed Aug 19 15:15:51 +0000 2015  is getting greener and greener with new  lanes along  ,Non-Relevant
Wed Aug 19 13:38:09 +0000 2015  Please contact our SI Boro Comm office with your transportation issues/concerns:,Non-Relevant
Wed Aug 19 13:36:43 +0000 2015  Please request  here:,Non-Relevant
Tue Aug 18 22:12:46 +0000 2015 The  street team is out with  this evening talking  with commuters near Port Authority,Non-Relevant
Tue Aug 18 20:46:27 +0000 2015 Commissioner Trottenberg meets with   &amp;  to discuss safety concerns on Jay Street,Non-Relevant
Tue Aug 18 19:29:09 +0000 2015   Thanks for the ideas! Plans for the inner ring are still being developed in consultation with the community,Non-Relevant
Tue Aug 18 18:06:43 +0000 2015  Update: We are anticipating a new schedule sometime this fall. Stay tuned to Twitter &amp;  for info,Non-Relevant
Tue Aug 18 17:59:14 +0000 2015  We're adding events to our FB events page as we type! Will tweet when all events are posted.,Non-Relevant
Tue Aug 18 16:16:51 +0000 2015  The DOT events calendar is re-directing to the  calendar until a long-term web solution is in place.,Non-Relevant
Tue Aug 18 16:16:31 +0000 2015  The new SI Ferry schedule went into effect in May 2015 - download your copy here:,Non-Relevant
Tue Aug 18 16:09:35 +0000 2015    Please report faded markings to  here:,Non-Relevant
Tue Aug 18 16:01:41 +0000 2015  We welcome your feedback about Summer Streets - please write to us here:,Non-Relevant
Tue Aug 18 15:56:48 +0000 2015   Please share your  suggestions with us here:,Non-Relevant
"Tue Aug 18 15:56:23 +0000 2015   We'd love to hear your feedback, please share it with us here:",Non-Relevant
Tue Aug 18 15:45:30 +0000 2015     Thx for the feedback! Please share it with DOT here:,Non-Relevant
Tue Aug 18 15:42:55 +0000 2015  Please call  to report an issue with a traffic signal.,Non-Relevant
Tue Aug 18 15:32:38 +0000 2015  Please report the meter number (or location) to  for clean up.  Thanks,Non-Relevant
Tue Aug 18 15:06:44 +0000 2015  Please report the location to  online here:  Thank you,Non-Relevant
Mon Aug 17 16:15:49 +0000 2015  lane closures in each direction under  Bridge &amp;  Bridge beginning 8/21. Details below:,Relevant
Mon Aug 17 15:36:01 +0000 2015 Celebrating groundbreaking of  funded reconstruction in the Rockaways with  ,Non-Relevant
"Sat Aug 15 11:51:09 +0000 2015 New for 2015  Free performances by   10,10:55am+12pm!  ",Non-Relevant
"Sat Aug 15 10:30:21 +0000 2015  rules suspended today, 8/15 for Feast of the Assumption. Parking meters remain in effect",Non-Relevant
"Fri Aug 14 23:34:34 +0000 2015    Summer Streets opens at 7am and finishes at 1pm. All activities are first-come, first-serve.",Non-Relevant
Fri Aug 14 23:23:06 +0000 2015   Please share your concern with DOT's Borough Comm office here:,Non-Relevant
Fri Aug 14 20:54:08 +0000 2015    There are a few more weekend walks on the calendar. Check out,Non-Relevant
Fri Aug 14 19:16:16 +0000 2015 New pilot allows commercial &amp; passenger vehicles to pay at same multi-function    ,Non-Relevant
"Fri Aug 14 19:11:17 +0000 2015 Due to an earlier mechanical difficulty,  operating on a modified schedule during this evenings rush hour.",Non-Relevant
Fri Aug 14 19:01:12 +0000 2015    will provide free rollerblade rentals at tomorrow's  Rest Stop!,Non-Relevant
Fri Aug 14 14:35:18 +0000 2015 Finish up the summer with some  Our next  are in  and  Details:,Non-Relevant
Fri Aug 14 13:40:20 +0000 2015  - East Approach: Legion Triangle closure beginning 8/17,Relevant
Fri Aug 14 13:34:52 +0000 2015 Thanks for celebrating the last Saturday of  2015 by welcoming us to ring the   today!,Non-Relevant
Fri Aug 14 12:57:26 +0000 2015 So excited to ring the  bell to celebrate the last weekend of 2015  !,Non-Relevant
Thu Aug 13 20:52:15 +0000 2015 Making tremendous progress on NYC's first roundabout at  in the  ,Non-Relevant
Thu Aug 13 20:08:40 +0000 2015  Please feel free to contact DOT's Queens Boro Commissioner's office regarding this project:,Non-Relevant
Thu Aug 13 20:07:11 +0000 2015  Please contact NYPD regarding traffic enforcement.,Non-Relevant
"Thu Aug 13 20:02:02 +0000 2015 In  today, contractors laid out markings to prepare the new bicycle lanes &amp; safer ped crossing on  ",Non-Relevant
Thu Aug 13 19:35:21 +0000 2015 Extended single lane closures continuing 8/17 on   &amp; Woodhaven Blvd Service Rds. See below:,Relevant
Thu Aug 13 19:21:05 +0000 2015  Please check the status of your service request with  at,Non-Relevant
Thu Aug 13 18:02:04 +0000 2015 See  from a new angle at  8/15 &amp; 8/22 from 5pm-9pm at Fifth Ave b/w Sterling Pl &amp; Dean St!,Non-Relevant
